date,pm2_5_mean,pm10_mean,carbon_monoxide_mean,dust_mean,temperature_mean,humidity_mean,wind_speed_mean,precipitation_sum,pressure_mean,wind_direction_mean_deg,location,exceeds_pcd_moderate,consecutive_bad_days,target_next_day_pm2_5,target_next_day_exceeds
2023-09-09,7.175,10.299999999999999,225.5,0.0,26.075,88.29166666666667,3.9958333333333336,8.9,961.3208333333333,22.851796238015936,chiang_rai,False,0,6.316666666666666,False
2023-09-10,6.316666666666666,9.049999999999999,211.79166666666666,0.0,24.974999999999998,91.41666666666667,3.3625000000000003,21.4,960.9541666666668,89.20219491614796,chiang_rai,False,0,5.920833333333333,False
2023-09-11,5.920833333333333,8.4375,190.41666666666666,0.0,24.670833333333334,90.95833333333333,3.9416666666666664,16.0,961.1458333333334,179.18852846013306,chiang_rai,False,0,7.029166666666666,False
2023-09-12,7.029166666666666,9.995833333333334,174.33333333333334,0.0,25.05,89.75,3.658333333333333,14.200000000000001,961.7958333333335,210.9692837752889,chiang_rai,False,0,7.55,False
2023-09-13,7.55,10.737499999999999,193.41666666666666,0.0,24.745833333333334,91.625,3.1208333333333336,19.0,962.8208333333333,213.41736651735837,chiang_rai,False,0,9.5875,False
2023-09-14,9.5875,13.637500000000001,203.16666666666666,0.125,25.433333333333334,89.125,2.6791666666666667,9.2,962.8541666666666,290.3731030198627,chiang_rai,False,0,8.166666666666666,False
2023-09-15,8.166666666666666,11.612499999999999,249.875,0.0,25.90833333333333,87.20833333333333,4.108333333333333,14.1,962.4666666666667,358.78769553584084,chiang_rai,False,0,8.329166666666667,False
2023-09-16,8.329166666666667,11.895833333333334,260.2083333333333,0.0,25.21666666666667,87.91666666666667,4.891666666666667,29.900000000000002,962.8958333333334,330.41713998321785,chiang_rai,False,0,8.6875,False
2023-09-17,8.6875,12.379166666666668,209.08333333333334,0.0,24.40416666666667,90.70833333333333,2.920833333333333,16.4,963.3291666666668,63.23161595952928,chiang_rai,False,0,7.391666666666667,False
2023-09-18,7.391666666666667,10.566666666666666,188.875,0.0,24.058333333333334,91.70833333333333,3.4125,15.799999999999999,964.6999999999999,99.63406387954456,chiang_rai,False,0,6.5,False
2023-09-19,6.5,9.299999999999999,179.16666666666666,0.0,24.65416666666667,90.625,3.65,11.9,966.275,197.24529227291674,chiang_rai,False,0,6.891666666666667,False
2023-09-20,6.891666666666667,9.908333333333333,198.54166666666666,0.0,25.2625,88.45833333333333,2.504166666666667,6.3,965.7666666666668,256.2980117202254,chiang_rai,False,0,7.854166666666667,False
2023-09-21,7.854166666666667,11.266666666666666,199.29166666666666,0.0,26.0625,85.58333333333333,3.1166666666666667,0.9,965.1541666666667,290.33411244192683,chiang_rai,False,0,7.770833333333333,False
2023-09-22,7.770833333333333,11.116666666666667,198.70833333333334,0.0,26.71666666666667,83.08333333333333,3.516666666666667,0.0,964.8166666666666,299.5264197998903,chiang_rai,False,0,7.816666666666666,False
2023-09-23,7.816666666666666,11.245833333333332,196.91666666666666,0.0,26.795833333333334,82.0,3.9291666666666667,0.1,964.6958333333333,211.85939038381412,chiang_rai,False,0,7.970833333333334,False
2023-09-24,7.970833333333334,11.441666666666668,194.25,0.0,27.104166666666668,82.29166666666667,3.4416666666666664,0.6,963.4541666666668,248.0662794380234,chiang_rai,False,0,5.2375,False
2023-09-25,5.2375,7.529166666666666,194.08333333333334,0.0,26.8625,81.45833333333333,4.479166666666667,4.0,963.25,15.752684803332556,chiang_rai,False,0,10.216666666666667,False
2023-09-26,10.216666666666667,15.033333333333333,218.41666666666666,0.0,26.120833333333334,82.04166666666667,5.7625,7.8999999999999995,962.5291666666667,326.19030137314456,chiang_rai,False,0,9.479166666666666,False
2023-09-27,9.479166666666666,13.845833333333333,212.66666666666666,0.0,25.087500000000002,87.29166666666667,5.279166666666667,12.4,961.5291666666667,342.27615448315953,chiang_rai,False,0,5.483333333333333,False
2023-09-28,5.483333333333333,7.841666666666666,170.83333333333334,0.0,24.125,92.20833333333333,4.2,69.9,963.4375,309.06936458948445,chiang_rai,False,0,5.483333333333333,False
2023-09-29,5.483333333333333,7.829166666666667,162.33333333333334,0.0,23.787499999999998,92.5,4.570833333333334,22.2,965.6916666666666,30.332822581191635,chiang_rai,False,0,4.245833333333334,False
2023-09-30,4.245833333333334,6.079166666666667,148.58333333333334,0.0,23.90833333333333,92.08333333333333,4.795833333333333,33.0,966.0708333333333,155.51599658975692,chiang_rai,False,0,5.629166666666666,False
2023-10-01,5.629166666666666,8.070833333333333,155.91666666666666,0.0,24.479166666666668,90.625,3.7125,6.9,964.9208333333332,112.26573098818932,chiang_rai,False,0,7.404166666666666,False
